Car ID,Model,Color,Temperature,RPM,Factory,Usage,Fuel consumption,Membership,Failure A,Failure B,Failure C,Failure D,Failure E
4effb4d5-f5e3-4fd3-a665-5ae962765433,"Model 5, 2014",White,110.6 °C,1661,"Berlin, Germany",Medium,727.3,None,0,0,0,0,0
40bc867f-1e4e-40fd-a428-0a2b190d772f,"Model 3, 2014",Red,231.0 °F,1378,"New York, U.S",High,637.7,Normal,0,0,0,0,0
f5d387f3-b41f-457a-9ae8-1f77e3eafbcb,"Model 3, 2014",White,110.6 °C,1393,"Berlin, Germany",Low,614.8,Normal,0,0,0,0,0
63a8d703-7175-4413-b801-ea89c4b77ecf,"Model 5, 2014",White,110.6 °C,1592,"Shang Hai, China",Medium,720.6,None,0,0,1,0,0
b318db15-cae5-45a9-8cf8-dc90ef272230,"Model 3, 2013",Blue,231.0 °F,1829,"New York, U.S",High,664.9,Normal,0,0,0,0,0
72e9e597-5a10-4fe4-aa53-e44b68521d47,"Model 5, 2013",White,110.6 °C,1812,"Berlin, Germany",Medium,737.7,Premium,0,0,0,1,0
a7b8b1ef-02fa-4a9d-a1c6-87ddde63f7cb,"Model 3, 2013",White,231.1 °F,1523,"New York, U.S",Low,633.9,Normal,0,0,0,0,0
e5d8f9d6-ff29-49ca-991e-1f4a8a15b1a6,"Model 3, 2013",White,231.1 °F,1394,"New York, U.S",Low,640.0,None,0,0,0,0,0
05fc6931-1619-4077-976e-26caf0f7ddab,"Model 5, 2013",Black,231.1 °F,-1679,"New York, U.S",High,697.9,Normal,0,0,0,0,0
522a5731-2812-41cb-ab12-4fe501f9894d,"Model 7, 2013",White,110.6 °C,1466,"Berlin, Germany",Medium,842.7,Normal,0,0,0,0,0
e0e1089f-7985-4090-a819-62db641e0900,"Model 3, 2013",White,110.6 °C,1527,"Shang Hai, China",Low,647.7,Normal,0,0,0,0,0
5e3d4b80-50af-4e0e-aff4-a73c7ec121f6,"Model 3, 2012",Black,110.6 °C,1410,"Shang Hai, China",Low,648.1,Normal,0,0,0,0,1
17ec1d9f-f17d-4ba6-b7f5-ebd6c803c68f,"Model 5, 2012",Blue,110.6 °C,1924,"Shang Hai, China",Medium,695.9,None,0,0,0,0,0
2e6221d8-adff-456e-a339-3a4f8a1c50fa,"Model 3, 2012",White,110.6 °C,1452,"Berlin, Germany",High,601.3,Normal,0,0,0,0,0
14e682ab-81fe-4870-b7e7-920455791f87,"Model 3, 2012",White,231.1 °F,1369,"New York, U.S",Medium,602.6,Premium,0,0,0,0,0
a807181e-9c1b-420b-9151-5b095933df24,"Model 3, 2012",White,110.6 °C,1592,"Berlin, Germany",Low,665.0,Premium,0,0,0,0,0
874a4763-774d-4c8a-b35a-bc8f74095f92,"Model 3, 2012",White,110.6 °C,1601,"Shang Hai, China",Medium,691.4,Premium,0,0,0,0,0
f3a27562-3479-4d60-9ed2-cbbef7262ec8,"Model 3, 2012",White,231.0 °F,1379,"New York, U.S",High,654.6,Normal,0,0,0,0,0
a4ff673b-846c-4574-bb35-838bb7cbdf8e,"Model 3, 2012",White,110.6 °C,1461,"Shang Hai, China",Medium,635.7,Premium,0,0,0,0,0
67dbf0dd-1dce-4258-84cc-4d35ebb40b0c,"Model 3, 2012",White,110.6 °C,1455,"Shang Hai, China",High,620.0,None,0,0,0,1,0
2bd18fe9-cc1d-4658-a556-245b6e18a93c,"Model 3, 2022",Grey,110.6 °C,1398,"Berlin, Germany",Low,646.0,Normal,0,0,0,0,0
81fc248e-c9d4-432d-ad20-9521d504d129,"Model 3, 2022",White,110.6 °C,1402,"Shang Hai, China",High,691.3,Premium,0,0,0,0,0
bfbad497-a73e-485a-9a20-470ff4f7cfc1,"Model 7, 2022",Blue,110.6 °C,1445,"Shang Hai, China",Medium,841.8,Premium,0,0,0,0,0
9fa55df9-6cf0-4ad7-809d-f098ff9776eb,"Model 3, 2022",Blue,110.6 °C,1450,"Shang Hai, China",High,649.5,Premium,0,0,0,0,0
66b79dfb-3724-413a-84cd-0c792cbb3889,"Model 3, 2021",White,110.6 °C,-1453,"Shang Hai, China",Low,679.8,Premium,0,0,0,0,0
ea77ad66-99d4-41bc-bd66-8144b0f21cc0,"Model 3, 2021",Red,110.6 °C,1469,"Shang Hai, China",High,620.4,Premium,0,0,0,0,0
a306beb2-3a9b-487a-93d6-0478966c2074,"Model 3, 2021",White,110.6 °C,1422,"Shang Hai, China",High,647.1,Normal,0,0,0,0,0
1bb39919-871d-4d32-a928-3e1c4c97151e,"Model 5, 2021",Red,110.6 °C,1804,"Shang Hai, China",High,743.2,Premium,0,0,0,0,0
e779fdb9-2b3d-4462-93fb-0b9b5e9b0104,"Model 7, 2021",White,231.1 °F,1436,"New York, U.S",Medium,819.0,Normal,0,0,0,0,0
8a265929-c84b-48ca-a767-b5b9a69dffe3,"Model 3, 2021",White,110.6 °C,1544,"Shang Hai, China",Medium,641.9,Normal,0,0,0,0,0
c03442af-aebd-4ff4-864c-82d77a443954,"Model 5, 2021",Red,231.1 °F,1419,"New York, U.S",Low,673.5,Premium,0,0,0,0,0
baad715a-ab77-4ccc-a400-faf0c2651d51,"Model 5, 2020",White,110.6 °C,1487,"Berlin, Germany",High,701.9,Normal,0,0,0,0,0
7045b699-e751-4b05-8cd2-f3eb508c4eaa,"Model 3, 2020",White,231.1 °F,1753,"New York, U.S",Medium,688.9,Premium,0,0,0,0,0
9f497895-1519-4a1d-b406-add2d7755b92,"Model 3, 2020",White,231.1 °F,1830,"New York, U.S",Medium,599.0,Premium,0,0,0,0,0
67b99400-5f41-4ff4-8a78-6a63e0ccaf26,"Model 5, 2020",White,231.1 °F,1727,"New York, U.S",High,725.9,Normal,0,0,0,0,0
cb597025-fc24-4367-aa3b-80c42e4bab0d,"Model 3, 2020",White,110.7 °C,1450,"Shang Hai, China",Low,676.0,Premium,0,0,0,0,0
75836617-b7c8-42b8-a434-a279a4f916a7,"Model 3, 2020",Grey,110.6 °C,1622,"Berlin, Germany",Medium,682.2,Premium,0,0,0,0,0
99cc74cb-d996-45f9-a657-19dbbd273cca,"Model 5, 2020",White,110.6 °C,1351,"Shang Hai, China",Low,721.5,Premium,0,0,0,0,0
64921ab7-c024-447a-8651-006a7e8a5e64,"Model 5, 2020",White,110.6 °C,1575,"Shang Hai, China",Low,728.5,Premium,0,0,0,0,0
246aa846-094d-441a-814a-ecf64d4e3775,"Model 5, 2020",White,110.6 °C,1750,"Berlin, Germany",Low,698.9,Premium,0,0,0,0,0
0b9c5542-e343-4b7e-a4c9-aad358dbe993,"Model 3, 2019",White,110.6 °C,1529,"Shang Hai, China",Low,651.5,Normal,0,0,0,0,0
fd5ac6de-3afb-4ad8-b4a9-4bc47b34dd08,"Model 3, 2019",Blue,110.6 °C,1523,"Berlin, Germany",High,638.8,Premium,0,0,0,0,0
9df4c3f9-efdc-4fa2-bde4-b21d09b936cc,"Model 3, 2019",White,110.6 °C,1852,"Shang Hai, China",High,603.8,Premium,0,0,0,0,0
8158fb08-cf64-4eaa-9800-c61d04b9f18d,"Model 3, 2019",White,110.6 °C,1991,"Shang Hai, China",Medium,680.7,Normal,0,0,0,0,0
ee19ec77-2fc8-4a0c-b980-d8e1696c1ceb,"Model 3, 2019",Red,110.6 °C,1555,"Berlin, Germany",Medium,652.4,Normal,0,0,0,0,0
b9349e43-9b23-4907-9bce-941096def01e,"Model 5, 2019",White,231.0 °F,1441,"New York, U.S",Low,666.4,Normal,0,0,0,0,0
752743b1-0c24-47c4-8566-9428ca4fbc66,"Model 3, 2019",White,231.0 °F,1450,"New York, U.S",Low,646.2,Normal,0,0,0,0,0
27b1aeb4-f55a-4318-a325-7986a2ca9663,"Model 3, 2019",White,110.6 °C,1591,"Shang Hai, China",High,659.6,,0,1,0,0,0
1c44663a-b64e-43c1-a575-25c33e30f72f,"Model 3, 2018",White,110.6 °C,1445,"Berlin, Germany",Low,632.2,Premium,0,0,0,0,0
1256727e-8c37-4325-a2c8-254feb68ef20,"Model 5, 2018",White,110.6 °C,1497,"Shang Hai, China",Low,681.3,Normal,0,0,0,0,0
b6e4985b-ac69-4b56-bdce-12ce0fc56ad4,"Model 7, 2018",Red,231.1 °F,1621,"New York, U.S",Low,814.3,Normal,0,0,0,0,0
5bf50069-bb2b-445d-993e-855daa170a95,"Model 3, 2018",White,110.6 °C,1572,"Berlin, Germany",Low,657.4,Normal,0,0,0,0,0
ce9a8698-99b7-4f9e-bb98-891b1cc6e796,"Model 3, 2018",White,110.6 °C,1872,"Shang Hai, China",High,656.4,Normal,0,0,0,0,0
6a1d8e9b-8c23-4b07-a023-4af7f0244bce,"Model 7, 2018",White,110.5 °C,1499,"Berlin, Germany",High,804.8,Premium,0,0,0,0,0
a9408487-3bc4-43c4-8cbf-e9db3a17883d,"Model 5, 2018",White,110.6 °C,1498,"Shang Hai, China",High,648.9,Normal,0,0,0,0,0
0c25da03-d71b-4ada-9902-97deff066498,"Model 5, 2017",White,110.6 °C,1486,"Shang Hai, China",Medium,669.4,None,0,0,0,0,0
988b4677-1f83-4b4a-9a46-e276ad6d7e0c,"Model 3, 2017",White,110.6 °C,1680,"Shang Hai, China",High,615.2,Premium,0,0,0,0,0
12bf523c-3e94-44e8-b267-8f3efec37a6b,"Model 3, 2017",White,110.6 °C,1431,"Shang Hai, China",High,653.7,None,0,0,0,0,0
9c47d160-67a3-4562-99af-b04b98f77bcf,"Model 3, 2017",White,231.1 °F,1564,"New York, U.S",High,707.0,Normal,0,0,1,0,0
b26c6d3a-fade-4de9-ba2e-f3fe5c98c1b9,"Model 3, 2017",White,110.6 °C,1599,"Shang Hai, China",High,699.1,None,0,0,1,0,0
85435773-bc99-4a78-a623-0243a296677e,"Model 5, 2017",White,231.0 °F,1707,"New York, U.S",Low,727.3,Premium,0,0,0,0,0
281667f5-4135-486a-a9dd-ba5008ba830f,"Model 3, 2017",White,110.5 °C,1467,"Shang Hai, China",Low,675.7,None,0,0,0,0,0
3cb1ab71-71f1-41a1-be4c-20d835e3ceb4,"Model 3, 2017",White,110.6 °C,1433,"Shang Hai, China",High,622.6,None,0,0,0,0,0
6201ba54-6d9c-4900-a17d-e7674c8a7a6d,"Model 3, 2016",Red,110.6 °C,1558,"Shang Hai, China",High,678.0,Normal,0,0,0,0,0
6f3c998a-2a88-4bc0-b33f-1675574ed8f7,"Model 3, 2016",Blue,231.1 °F,1310,"New York, U.S",Medium,662.1,Premium,0,0,0,0,0
d0415dc8-0858-46f3-b889-5801ea555693,"Model 3, 2016",White,110.6 °C,1546,"Shang Hai, China",High,606.4,Premium,0,0,0,0,0
985dbce0-4eb4-4766-b4b0-5d1b18e2c60a,"Model 3, 2016",Blue,110.6 °C,1727,"Shang Hai, China",Medium,600.1,None,0,0,0,0,0
c6d7ee8a-87d6-4edb-82ac-f00aa921f012,"Model 3, 2016",Black,110.6 °C,1560,"Shang Hai, China",Medium,599.9,Premium,0,0,0,0,0
2c1810f2-62ad-4249-a6e1-33b773c9db92,"Model 3, 2016",White,110.6 °C,-1329,"Berlin, Germany",Medium,669.9,None,0,0,0,0,0
11c33506-2028-4e56-96a7-4ecbdee75904,"Model 3, 2016",Grey,110.6 °C,1413,"Shang Hai, China",High,629.9,None,0,0,0,0,1
5ca3dc4b-705d-43ac-b38f-4243ea4798cf,"Model 3, 2016",White,110.6 °C,1587,"Shang Hai, China",High,612.3,None,0,1,0,0,0
30e46d19-dd01-4fa0-81c2-3a86a4df911e,"Model 3, 2016",Black,110.6 °C,1559,"Shang Hai, China",High,657.5,None,0,0,0,0,0
cb932da1-8fc1-4908-928b-1ef5dd8c0206,"Model 3, 2016",Black,231.0 °F,1473,"New York, U.S",Medium,631.0,Normal,0,0,0,0,0
c6af3339-966e-4487-812e-81b1156540e1,"Model 3, 2016",White,110.6 °C,1737,"Shang Hai, China",Low,605.1,Normal,0,0,0,0,0
8ed10f56-c8b2-4d1e-9192-19b40fdd3e3c,"Model 5, 2015",White,110.5 °C,1441,"Shang Hai, China",Medium,662.3,Normal,0,0,0,0,0
00077c4b-6463-4cd6-8af0-8b5b6b3c4da4,"Model 5, 2015",White,110.5 °C,1430,"Shang Hai, China",High,699.8,Normal,0,0,0,0,0
ffa3f946-1979-40e8-b783-ed2dac72e080,"Model 3, 2015",Grey,231.0 °F,1369,"New York, U.S",Low,614.4,None,0,0,0,0,0
b818a0a5-9db9-43e5-94d7-10541a4a65e1,"Model 5, 2015",Red,110.6 °C,1711,"Shang Hai, China",Medium,673.8,Normal,0,0,0,0,0
bba00972-d045-485b-ad8f-f413c300d1d9,"Model 7, 2015",Grey,110.5 °C,1420,"Shang Hai, China",High,834.8,None,0,0,0,0,0
cb14e11e-1ee9-4a30-b149-7075d4caaad9,"Model 3, 2015",Black,230.9 °F,1297,"New York, U.S",High,641.5,Normal,0,0,0,0,0
bde91bd2-a1eb-4eb4-bbf9-033c1f8c8a7f,"Model 7, 2014",Blue,110.6 °C,1449,"Shang Hai, China",High,801.4,Premium,0,0,0,1,0
db3c9c34-254b-4296-a9d8-64cae35f72d4,"Model 3, 2014",White,110.6 °C,1268,"Shang Hai, China",Low,643.3,None,0,0,0,0,0
7176e9c7-e2ab-4807-a8ea-a935bafe6825,"Model 3, 2014",Grey,110.6 °C,1511,"Berlin, Germany",Low,600.7,Normal,0,0,0,0,0
a92852bf-4e10-4d8a-987d-96a1962fa41a,"Model 3, 2014",Black,110.5 °C,1544,"Shang Hai, China",Low,635.0,None,0,0,0,0,0
04fc1fd2-b140-43c3-880d-10baada62a7e,"Model 5, 2014",Blue,230.9 °F,1778,"New York, U.S",High,688.9,Premium,0,0,0,0,0
12635cbe-9de1-4389-bb83-af6cdc98b91f,"Model 7, 2014",Blue,110.5 °C,1407,"Shang Hai, China",Medium,772.8,Normal,0,0,0,0,0
9d69f261-c2e1-4ecc-ae08-4600e4c7ae98,"Model 5, 2014",Grey,110.5 °C,1391,"Berlin, Germany",Low,657.1,Normal,0,0,0,0,0
8c13d467-4e72-4d47-8b01-d7e57f8f0773,"Model 3, 2013",White,110.4 °C,1513,"Berlin, Germany",High,711.9,Premium,0,0,0,1,0
6a144bd1-92fa-4507-be98-12a152f41a70,"Model 7, 2013",Blue,110.4 °C,1612,"Shang Hai, China",Low,810.9,Normal,0,0,0,0,0
7f8a4977-eea2-4749-816a-f8f5c77a43ee,"Model 3, 2013",Grey,110.4 °C,1515,"Shang Hai, China",Medium,618.3,Normal,0,0,0,0,0
225d5420-b9f1-469c-b705-c597783e4cd4,"Model 5, 2013",Grey,110.4 °C,1379,"Shang Hai, China",Low,707.8,Premium,0,0,0,0,0
ae0dc049-e78d-43d8-becd-23b62dbdf8ea,"Model 3, 2013",White,230.8 °F,1473,"New York, U.S",Medium,675.7,Normal,0,0,0,0,0
34914587-1ebf-43fb-b6b9-1a5e352ecc10,"Model 3, 2013",White,110.4 °C,1422,"Shang Hai, China",Medium,601.1,Premium,0,0,1,0,0
9d88572b-567c-4146-abec-53d7af8b3f29,"Model 5, 2013",White,110.4 °C,1463,"Shang Hai, China",Low,647.8,Normal,0,0,0,0,0
65c94f13-f212-4c89-926f-f3e0318cc536,"Model 5, 2012",White,110.4 °C,1584,"Shang Hai, China",Low,660.9,Normal,0,0,0,0,0
bcd15ed0-2059-4ca3-b99c-c03685a36eef,"Model 3, 2012",Black,110.4 °C,1850,"Shang Hai, China",Low,666.4,Premium,0,0,0,0,0
d8af6a03-d2f2-4186-af04-de3001e4ec03,"Model 3, 2012",White,230.8 °F,1528,"New York, U.S",High,613.6,Normal,0,0,0,0,0
87f08578-490d-4dbe-bfd6-f952e173f7ee,"Model 7, 2012",Grey,110.4 °C,1987,"Berlin, Germany",Low,834.0,Premium,0,0,0,0,0
cd294dd1-6122-4983-90f3-be8afbe85e35,"Model 5, 2012",White,110.4 °C,1495,"Berlin, Germany",Low,715.2,Normal,0,0,0,0,0
e73f79f7-f0e4-4439-812d-89bba23fc03f,"Model 7, 2012",White,110.4 °C,1478,"Shang Hai, China",High,815.0,Normal,0,0,0,0,0
6dd7eb53-ffc5-4571-a597-f2c04c18c71e,"Model 5, 2011",White,110.4 °C,1499,"Shang Hai, China",High,668.5,None,0,0,0,0,0
026e0088-a6af-4cb5-ab97-05932a38f582,"Model 3, 2011",Red,230.8 °F,1471,"New York, U.S",High,721.4,None,0,0,0,1,0
a508eb78-a05c-48cb-b85f-a2e4322f841d,"Model 3, 2011",Grey,110.4 °C,1282,"Shang Hai, China",High,699.0,Normal,1,0,0,0,0
7b7a3ec5-d735-4851-8d97-28c01c4cb684,"Model 3, 2011",Black,110.4 °C,1412,"Shang Hai, China",High,663.6,None,1,0,0,0,0
465bf3c9-1478-4052-b708-e4615743799c,"Model 3, 2022",Grey,110.4 °C,1586,"Shang Hai, China",Low,619.6,Normal,0,0,0,0,0
d0b8eee0-3644-4931-9351-370bdae1e20f,"Model 5, 2022",White,110.4 °C,1468,"Berlin, Germany",Low,734.2,,0,0,0,1,0
256b3788-76a1-4774-9464-4f06bc76b6ad,"Model 5, 2022",Red,230.8 °F,1440,"New York, U.S",Low,686.3,Normal,0,0,0,0,0
da54cb1a-009f-48ab-86d9-3b293b95a8d1,"Model 3, 2022",White,110.4 °C,1733,"Berlin, Germany",High,671.1,Premium,0,0,0,1,0
f9b7fda3-05c6-4b13-a6c2-6598043dc198,"Model 7, 2022",White,110.4 °C,1612,"Shang Hai, China",Low,788.6,Normal,0,0,0,0,0
d43968be-f638-4ff5-80c2-afc2d03efcf8,"Model 7, 2021",Red,110.4 °C,1458,"Shang Hai, China",High,825.3,Normal,0,0,0,0,0
6fecb493-797b-4e5f-82b2-7fa16d3309b9,"Model 3, 2021",White,110.4 °C,1433,"Shang Hai, China",High,605.9,,0,0,0,0,1
cb716b94-594a-490c-8867-381d05fdb9d1,"Model 3, 2021",White,110.4 °C,1318,"Shang Hai, China",Low,626.7,Premium,0,0,0,0,0
90ced8f8-3c46-4836-bbaf-5bf33ddca07c,"Model 5, 2021",Blue,110.4 °C,1610,"Shang Hai, China",Medium,744.7,Normal,0,0,0,0,0
27da1609-1ee9-426f-87bd-097ae659de29,"Model 3, 2021",White,110.4 °C,1462,"Shang Hai, China",Low,681.2,Premium,0,0,0,0,0
02a41bf3-da9f-488a-90c9-656e696087dc,"Model 5, 2021",Blue,230.6 °F,1924,"New York, U.S",Medium,677.3,Premium,0,0,0,0,0
3ea73dcf-eb46-4980-bc36-f2b3fd83b982,"Model 5, 2020",White,110.4 °C,1591,"Berlin, Germany",Low,733.6,Normal,0,0,0,0,0
